Miner ID,Block Depth,Transaction ID,Redaction Profit,Performance Time (ms),Blockchain Length,# of Tx
0,2,52616597957,0.02306727,19.43397522,5,24
0,3,65980648945,0.04286064,0,5,22
0,2,26463452574,0.020877869,0,4,26
0,1,75773035319,0.002918871,0,4,31
0,2,7271570416,0.013479546,0,4,26
0,2,79857958521,0.012977312,0,4,26
0,2,13539464098,0.014802431,19.30809021,4,25
0,2,31902179419,0.028286935,0,4,24
0,3,49908006730,0.027735144,0,4,22
0,1,8987614057,0.006176453,2.058744431,4,31
0,4,62736655726,0.014355265,19.56963539,4,28
0,1,23304477409,0.031170129,0,4,31
0,1,73106527460,0.006398596,0,5,27
0,4,44927647951,0.014743408,0,5,19
0,1,52758594059,0.018953653,0,5,26
0,2,92663284451,0.037920311,0,5,23
0,2,98487681618,0.030538528,0,5,23
0,5,25569534202,0.033081492,0,6,30
0,4,34433611292,0.050319322,0,6,22
0,3,2569271094,0.01848,0,6,20
0,1,26608735057,0.04178738,0,6,21
0,5,7068815647,0.001229599,19.6750164,6,29
0,2,64346704239,0.017502841,0,6,20
0,4,23819226029,0.002561666,0,6,21
0,2,69039601733,0.044750208,2.136945724,6,19
0,6,93756153266,0.137061804,0,6,37
0,6,12052963076,0.15493063,19.60706711,6,37
0,3,14043549293,0.022987608,0,6,19
0,3,70816240061,1.41E-05,0,6,19
0,2,25073061045,0.043195613,2.058982849,6,18
0,2,44960524731,0.01934074,0,6,18
0,6,85833104794,0.134487999,19.71626282,6,37
0,2,25878603370,0.003082637,0,6,18
0,6,47633623090,0.051948505,0,6,37
0,6,37689418890,0.038656558,2.057790756,6,37
0,5,77677353551,0.02497215,19.56033707,6,28
0,4,83768995617,0.039315865,0,6,21
0,2,75856912907,0.000111235,0,8,33
0,4,82068240390,0.017455309,0,8,24
0,7,95461847584,0.001277484,0,8,16
0,1,59162929411,0.033926998,0,8,23
0,1,4802122580,0.019108776,18.92113686,8,22
0,6,64529556403,0.011995275,0,8,33
0,1,77226698964,0.040746945,0,8,21
0,7,66146255527,0.006937623,2.056837082,8,15
0,3,25777258636,0.015556797,0,8,22
0,1,98375687046,0.326833074,0,8,21
0,3,74862993574,0.036908637,19.49715614,8,22
0,7,18910063133,0.022443149,0,8,15
0,2,47066154299,0.021461279,0,8,32
0,4,30603512926,0.012380729,2.060174942,8,23
0,3,89584410596,0.022298002,0,8,21
0,7,18910063133,0.045038067,19.67573166,8,14
0,6,63348333823,0.014830035,0,8,33
0,8,50740528213,0.066127788,0,8,18
0,3,36330891697,0.020408234,2.052545547,8,20
0,1,13606416103,0.054753018,0,8,21
0,1,41617770530,0.061170792,0,3,28
0,2,25748706591,0.027863402,0,3,23
0,1,45950805420,0.053714154,0,3,28
0,2,22776339419,0.05774787,0,3,22
0,3,63251608444,0.002502315,8.046865463,3,22
0,2,97789424415,0.148989178,0,3,21
0,1,40595474316,0.090472421,0,3,28
0,2,72455167605,0.02191737,0,3,20
0,2,4678369227,0.081738054,0,3,20
0,3,97226660192,0.009292851,23.40078354,3,22
0,1,94082145657,0.004109976,0,3,27
0,3,71268956289,0.048425153,0,3,21
0,1,20180041021,0.026248316,0,3,26
0,3,19516154909,0.009597368,0,3,21
0,1,6233872664,0.019727894,13.03577423,3,25
0,1,41617770530,0.013084262,0,3,25
0,2,1745678621,0.05343559,0,3,20
0,1,68828231170,0.002218914,0,3,25
0,1,93700980279,0.00755997,0,3,25
0,3,62030916030,0.002684876,0,3,20
0,4,74400110833,0.003811967,0,6,22
0,3,81945652447,0.080748212,0,6,25
0,6,92509293953,0.014888732,0,6,22
0,3,71072525554,0.018773762,0,6,24
0,1,7172109145,0.013249572,19.57535744,6,17
0,3,24223023295,0.014075139,0,6,23
0,3,47055398099,0.048580071,2.016067505,6,22
0,1,89356612231,0.085584438,0.090360641,6,16
0,5,72619501156,0.030352803,0,6,17
0,5,25203073108,0.080498106,0,6,17
0,2,9443406704,0.059186962,19.35195923,6,27
0,3,81140063234,0.000783446,0,6,22
0,3,50232163333,0.059992242,2.011537552,6,21
0,1,46891916229,0.005500081,0,6,15
0,4,76164870519,0.091091506,0,6,22
0,4,23458494783,0.014388391,18.41902733,6,21
0,4,15813726532,0.037462856,0,6,21
0,4,67086275538,0.098367226,0,6,20
0,5,22651287232,0.045118469,2.122163773,6,16
0,3,26846018066,0.045157026,0,6,20
0,1,26644331618,0.067008009,0,10,19
0,8,79347286329,0.010458677,0,10,27
0,4,27992615487,0.001547688,0,10,28
0,6,507843314,0.039003914,0,10,18
0,4,33904813726,0.012632085,19.48142052,10,28
0,3,32102316093,0.028331844,0,10,29
0,9,89574033597,0.011304208,2.038955688,10,25
0,7,47373352439,0.009776917,0,10,22
0,1,83873813130,0.015144155,0,10,18
0,7,19799157863,0.0238374,18.96214485,10,21
0,1,12046097204,0.00010203,0,10,18
0,10,42962332004,0.025777037,0,10,23
0,6,30713589857,0.016346602,2.078056335,10,17
0,8,20370370066,0.030210851,0,10,27
0,4,36724468525,0.021097064,18.93758774,10,27
0,1,32561211791,0.014367824,0,10,18
0,10,52479143846,0.001327069,2.041816711,10,23
0,2,6458338993,0.02067132,0.087022781,10,20
0,5,61774788985,0.002149565,0,8,21
0,5,61774788985,0.008172005,14.38236237,8,21
0,7,96200612961,0.028165507,0,8,21
0,3,88304553361,0.047749192,0,3,19
0,1,3892817584,0.052171212,0,3,20
0,1,34906706505,0.007005162,0,3,19
0,3,77036294465,0.019985087,0,3,18
0,1,69973068732,0.016341911,0,3,19
0,2,20708508863,0.00027412,0,3,17
0,2,66771293486,0.002345803,0,3,16
0,1,15145133259,0.002560053,0,3,18
0,2,99522331697,0.043485109,0,3,16
0,2,72591210358,0.025957142,2.054214478,3,15
0,3,18489306694,0.005027619,0,3,18
0,2,31337582736,0.000652296,0,3,14
0,2,54577164273,0.032833471,0,3,14
0,2,828768684,0.041858936,0,3,14
0,1,80364340222,0.025662912,0,3,17
0,3,8105853146,0.018494655,2.137184143,3,17
0,1,69973068732,0.116976172,0,3,16
0,2,39115276358,0.000213429,0,3,14
0,1,23572114700,0.00910522,18.7895298,3,15
0,3,30888139438,0.012635889,0,3,16
0,3,31740237153,0.051201582,0.993967056,7,20
0,5,70559121941,0.015055653,14.32514191,7,38
0,3,53853510000,0.05591253,1.048326492,7,19
0,2,92245792656,0.008997871,0,7,28
0,4,6969459999,0.008721157,1.006126404,7,27
0,7,99087320582,0.0564036,0,7,27
0,6,90676408568,0.032521282,14.37711716,7,16
0,1,44390656139,0.005105144,1.060247421,7,28
0,7,33807540936,0.054265303,0,7,27
0,6,75726503594,0.008063579,0.936985016,7,15
0,5,12674202779,0.019961504,0,5,22
0,2,11547556909,0.018637607,0,5,24
0,4,64529180628,0.026370343,0,5,30
0,4,43134498349,0.033258586,0,5,29
0,5,92039268994,0.002911814,10.65254211,5,21
0,5,53759052658,0.011697032,0,5,20
0,3,19404546304,0.016834633,0,5,20
0,2,3157507544,0.011679089,2.059459686,5,23
0,2,6592598154,0.032981349,0,5,22
0,5,95238518596,0.009130333,18.93973351,5,19
0,3,556724930,0.007654589,0,5,19
0,5,47544307016,0.020296984,0,5,18
0,2,90063453091,0.025935085,0,5,21
0,3,71091581715,0.068468021,0,5,18
0,2,85597300113,0.018566812,0,5,21
0,1,39088491851,0.020936863,0,5,29
0,4,63653265434,0.059523361,0,5,28
0,2,58350219041,0.019171227,0,5,20
0,1,77529356613,0.019752266,0,5,29
0,6,23851535463,0.063164076,0,7,33
0,4,34236762024,0.019466666,0,6,43
0,5,78348632668,0.027340719,0,6,40
0,2,39246943192,0.012441345,8.476018906,6,45
0,1,1604015041,0.015986799,0,6,42
0,4,56768603154,0.021043532,0,6,43
0,5,72267441647,0.015991067,0,6,39
0,1,24350684937,0.015331531,24.63293076,6,42
0,6,23831346945,0.009923158,0,6,30
0,2,73864106861,0.013406328,0,6,44
0,5,73426569424,0.024819361,11.01183891,6,39
0,2,72061409484,0.017230437,0,6,43
0,6,63937391372,0.087601306,0,6,29
0,5,96522040953,0.142818496,0,6,39
0,5,24219290288,0.016250086,11.37471199,6,38
0,2,15034938120,0.010089499,0,6,42
0,5,96522040953,0.056317802,0,6,37
0,1,76597241844,0.037348922,10.60557365,6,41
0,3,38212462620,0.069417545,0,6,38
0,4,19094303012,0.009844802,0,6,43
0,1,91346763155,0.021769556,0,6,40
0,3,99287844770,0.009564899,0,3,50
0,3,97683530247,0.02340141,0,3,49
0,3,10717180157,0.000792042,18.31769943,3,49
0,2,50152675171,0.110463801,0,3,48
0,3,15222548705,0.080417459,0,3,49
0,3,82630442456,0.002907763,11.66296005,3,48
0,3,66794287885,0.02913464,1.043558121,3,48
0,2,71050793697,0.053978801,0.068902969,3,47
0,2,40295532194,0.019391097,11.04044914,3,46
0,3,88482352089,0.008638441,0,3,48
0,1,48260422000,0.030041105,0,3,48
0,2,6386947245,0.162540888,11.31224632,3,46
0,1,73706620533,0.001162093,0,3,48
0,2,49070492830,0.025693965,0,3,46
0,1,19166432630,0.047982403,11.08384132,3,47
0,3,1007947202,0.148757144,0,3,47
0,3,48163246944,0.003675166,0,3,47
0,1,33487065274,0.035465892,11.10506058,3,46
0,1,66638995454,0.012485557,0,3,46
0,2,26974419761,0.097114037,0,3,45
0,2,26314600373,0.011642456,8.079051971,6,35
0,4,84636801574,0.052361226,0,6,30
0,2,99632637374,0.04010415,0,6,35
0,3,99538474416,0.007386296,10.58626175,6,57
0,2,99262284318,0.024415507,0,6,34
0,2,72816761272,0.048921535,2.065896988,6,34
0,5,17407667301,0.008976712,19.50597763,6,50
0,5,91600503584,0.003315172,0,6,50
0,6,51291251769,0.019686384,0,6,50
0,5,23823843647,0.06146531,21.77882195,6,49
0,6,47837351805,0.019884977,0,6,50
0,5,91600503584,0.003333012,0,6,48
0,2,57348013982,0.000153771,21.64244652,6,34
0,2,76092474246,0.008910506,0,6,33
0,5,11800174003,0.030972613,2.056360245,6,48
0,1,77539424155,0.015429084,19.47665215,6,50
0,3,3857416206,0.031837109,0,6,57
0,3,52055048272,0.014732688,2.136230469,6,56
0,2,3015742607,0.009620573,19.12236214,6,33
0,1,31888373382,0.004696973,2.166032791,6,49
0,1,38128853938,0.002387496,0,6,51
0,2,3537919241,0.025592876,8.131027222,6,42
0,1,64172174586,0.01836458,10.42056084,6,51
0,5,88902167465,0.014412776,2.129554749,6,37
0,6,54225472598,0.005666233,0,6,53
0,5,62238735425,0.000837565,0,6,36
0,1,92987957415,0.016711151,2.077102661,6,50
0,6,15676239669,0.015362939,0,6,52
0,3,15588044237,0.035928545,20.37000656,6,46
0,4,96896935894,0.003389012,0,6,48
0,4,90805583731,0.077995681,0,6,48
0,1,37082706999,0.074483692,18.96595955,6,49
0,4,97086314698,0.015130565,0,6,48
0,6,77188016892,0.008913721,2.012729645,6,51
0,6,54902607197,0.015900619,19.03009415,6,51
0,5,80176033898,0.028412565,0,6,36
0,4,57688028819,0.003167157,0,6,47
0,4,70351844101,0.122230409,21.2931633,6,47
0,6,70250951243,0.113345911,0,6,50
0,5,60763330049,0.020881756,0,6,36
0,2,83629590531,0.000510279,0,3,44
0,3,74204108986,0.055700823,0,3,53
0,2,62614633370,0.025745063,8.451938629,3,44
0,3,87271412514,0.035581178,0,3,52
0,3,70849792874,0.035328265,0,3,52
0,3,41118222618,0.095543407,21.31843567,3,52
0,3,72691344643,0.034087506,0,3,51
0,3,65768928058,0.026330227,0,3,50
0,1,93607827125,0.02197677,0,3,48
0,3,7452656747,0.006839756,0,3,50
0,1,26554352915,0.00579009,20.94340324,3,47
0,1,51098792600,0.01163341,0,3,46
0,2,47730225453,0.006935963,0,3,43
0,3,7100547940,0.015426724,20.84970474,3,49
0,2,91005849297,0.02546811,0,3,42
0,1,75869260097,0.008280934,2.052545547,3,45
0,1,8806513860,0.007619679,0,3,44
0,3,32148839624,0.079295288,19.08493042,3,49
0,2,8613898857,0.011278333,0,3,42
0,1,42246579071,0.027719401,0,3,43
0,1,41293551733,0.023108784,0,1,50
0,1,12473234594,0.042066157,0,1,49
0,1,4227435579,0.010359266,0,1,48
0,1,28468002096,0.00533456,0,1,48
0,1,91295930590,0.001169244,0,1,48
0,1,24578435755,0.043533155,0,1,47
0,1,2966459631,0.021987173,21.63934708,1,47
0,1,83803793395,0.102759397,0,1,47
0,1,94905992585,0.013517066,0,1,47
0,1,98119414965,0.016318972,21.61359787,1,47
0,1,91471020006,0.047217519,2.021551132,1,46
0,1,71603649817,0.028839322,0,1,45
0,1,73512411876,0.005115522,0,1,45
0,1,47036402298,0.03782046,18.15223694,1,44
0,1,34991535063,0.009110137,0,1,44
0,1,11180189015,0.038159748,0,1,44
0,1,66375098590,0.17229702,18.25475693,1,43
0,1,87442397137,9.53E-05,0,1,42
0,1,78774707561,0.016860647,2.084732056,1,42
0,1,65658172590,0.011341539,0,1,42
0,1,92954063841,0.054341817,0,7,28
0,2,15123094795,0.002024057,0,7,20
0,5,3018881988,0.031541446,8.134841919,7,20
0,2,16047008285,0.017859484,0,7,20
0,2,30910983039,0.006042256,0,7,20
0,1,60183007121,0.068625674,0,7,28
0,6,34621825848,0.018350226,0,7,21
0,2,63489724677,0.00025901,2.003669739,7,20
0,3,33420301205,0.014546041,0.126123428,7,30
0,4,4070890959,0.010650992,18.52607727,7,16
0,3,88325791439,0.035513646,0,4,25
0,2,8438465301,0.002500741,0,4,22
0,1,29702385795,0.03563816,0,4,19
0,2,95848202217,0.057863879,0,4,21
0,3,47962708523,0.005690409,18.07355881,4,24
0,4,73095219545,0.022235937,0,4,24
0,2,27862911622,0.053055717,0,4,20
0,2,60420607997,0.099576015,2.052307129,4,20
0,4,2341224339,0.008597542,0,4,24
0,4,41657740678,0.094080689,18.96452904,4,24
0,3,877491539,0.002983174,0.96988678,4,31
0,4,54874178635,0.057647478,0,4,20
0,2,40663046150,0.007499763,1.000165939,4,25
0,2,29208424957,0.005333127,0,4,24
0,3,59376466655,0.004830012,13.15522194,4,30
0,1,29645234742,0.00347696,0,4,29
0,1,31523177062,0.063289888,0.995874405,4,29
0,3,52121552818,0.066650858,0,4,29
0,2,33526286238,0.021806838,13.95893097,4,24
0,4,55576267013,0.006057997,1.027584076,4,20
0,6,84087580902,0.010704353,0.988006592,6,26
0,2,58125077255,0.002555929,0,6,22
0,5,10622443539,0.005424421,0.996351242,6,29
0,6,16080841882,0.060761167,0,6,25
0,2,39109698286,0.042971968,14.70065117,6,22
0,2,64821188870,0.021733339,0.995635986,6,22
0,4,62059280371,0.029955501,0,6,29
0,2,4000886236,0.026310966,0.996828079,6,22
0,6,7425087887,0.02919977,0,6,24
0,5,45789976706,0.039981285,13.66138458,6,28
0,4,78601416217,0.01439365,0,11,43
0,4,6247004353,0.056515245,0.970125198,11,43
0,3,9466720930,0.02628165,0,11,28
0,1,46185160110,0.002833253,12.67313957,11,31
0,5,8840818620,0.161821208,1.001119614,11,20
0,5,48885807779,0.013694335,0,11,19
0,4,97412761313,0.002785271,1.037120819,11,43
0,7,34112493552,0.000104877,13.94104958,11,28
0,8,10808098400,0.012364958,1.046895981,11,28
0,11,46339749288,0.066482915,0,11,40
0,2,57500834598,0.021794231,0,4,40
0,1,90553021472,0.02436987,0.997781754,4,33
0,1,61650381680,0.014068823,0.995874405,4,32
0,2,19958230840,0.01504774,4.988431931,4,39
0,1,62416463238,0.015264624,0,4,31
0,3,2312955656,0.022396407,0.997304916,4,39
0,2,99912283455,0.006218844,0,4,39
0,1,72270337726,0.056399451,14.40358162,4,30
0,2,80699419990,0.01203309,1.029253006,4,39
0,1,15380181280,0.006049004,0.994205475,4,29
0,3,50357869902,0.00773413,0.998020172,4,48
0,3,84759076940,0.011256246,0,4,47
0,3,54291110679,0.067904811,2.920150757,4,47
0,3,96958561094,0.004693342,0,4,47
0,3,87255117896,0.005602009,0.997066498,4,47
0,4,90877193075,0.06633377,14.24884796,4,50
0,4,58556472310,0.043879243,1.049995422,4,49
0,1,29271371663,0.001513669,0,4,37
0,2,15058716276,0.016552809,14.88089561,4,46
0,2,96218082719,0.035241924,1.043796539,4,46
0,2,13192637492,0.031658538,0.992298126,4,64
0,1,16334402675,0.012072897,0,4,65
0,1,91362386154,0.007003504,3.270626068,4,65
0,2,5191493270,0.002478222,1.043081284,4,64
0,2,51541275261,0.043390499,14.56475258,4,63
0,4,21412801309,0.029241215,1.045703888,4,57
0,4,21582674059,0.009080647,0,4,56
0,4,57216019105,0.015484203,14.96124268,4,55
0,4,21412801309,0.01296362,0,4,54
0,1,87702585225,0.019804173,15.20442963,4,64
0,4,9675444600,0.022992696,0.997781754,9,125
0,5,8963241908,0.027718174,4.82749939,9,120
0,4,28273962677,0.084474357,15.21277428,9,125
0,9,32182920340,0.005609567,1.043319702,9,117
0,3,92176834482,0.055164755,15.59090614,9,107
0,8,9388236992,0.012839451,15.31887054,9,107
0,7,25590601,0.046399632,0.997304916,9,117
0,7,25590601,0.022460452,14.67943192,9,116
0,3,31019135830,0.054368668,17.13681221,9,107
0,3,84856707036,0.015544346,0.994682312,9,106
0,2,16212184446,0.010362866,0.999212265,5,23
0,2,99228415892,8.37E-06,0,5,22
0,2,16212184446,0.046126684,0.996112823,5,22
0,4,57334033897,0.041198326,0,4,24
0,2,79219353137,0.009479827,0.997543335,4,24
0,2,27586288826,0.001368687,0,4,24
0,2,6473364314,0.032931281,1.038789749,2,36
0,2,20753468837,0.040290521,0.96988678,2,35
0,2,5702985830,0.021449038,0,2,35
0,2,62574508008,0.001805834,0.997781754,11,32
0,3,99103047418,0.009583384,0,11,32
0,5,51747426671,0.152353888,0.997304916,11,40
0,1,55768834634,0.009415857,1.003265381,9,23
0,1,75758207671,0.001457969,0,9,22
0,4,47553778646,0.011243842,0.962495804,9,27
0,1,30970764587,0.051429137,0,8,26
0,4,44080536456,0.018068379,0.962972641,8,33
0,3,33619419543,0.032106184,0,8,34
0,6,54385582711,0.048492971,0.96821785,9,31
0,4,80615408153,0.10872287,0,9,33
0,1,83916244985,0.010959152,0.996351242,9,27
0,2,61574363431,0.038705669,0.996589661,4,26
0,4,32713996619,0.013949508,0,4,39
0,4,80163986533,0.004528681,0.968456268,4,38
0,1,89943268270,0.002310379,0.995874405,1,31
0,1,32434373608,0.042323734,0,1,30
0,1,79696593757,0.017436942,0.996828079,1,29
0,1,58812217640,0.012626932,0,5,31
0,2,88824394253,0.039027137,0.970602036,5,37
0,5,96055425676,0.023476863,0,5,22
0,1,31042901829,0.035499552,0,9,17
0,9,72188178115,0.029756014,0,9,39
0,2,8546593659,0.091426554,0,9,21
0,3,6308272237,0.078319571,0.997781754,4,28
0,2,62653247218,0.014403774,0.997066498,4,34
0,4,85078455631,0.054924892,0,4,31
0,3,91646057082,0.003373674,0,5,33
0,2,31292047114,0.054727784,0,5,29
0,1,41813590661,0.070994089,0,5,35
0,2,32751095161,0.002660503,0,3,45
0,3,46818140033,0.022716834,0,3,27
0,1,91577133340,0.033177309,0,3,25
0,4,56834100652,0.073238588,0,6,42
0,4,55160082696,0.001593116,0.970363617,6,41
0,5,18776412738,0.032879678,0,6,31
0,6,45079042232,0.065394847,0,7,34
0,2,65752320376,0.002685669,0,7,47
0,7,76177811343,0.009360909,0,7,28
0,4,61273936911,0.038683155,0,6,29
0,2,67696485862,0.102992873,0.998020172,6,33
0,4,46817762115,0.007389446,0,6,29
0,5,17668028024,0.00127741,0.997543335,11,33
0,7,54953993389,0.052628745,0,11,28
0,6,95377226686,0.030767515,0.997304916,11,42
0,3,21938522063,0.028435582,0.997781754,3,42
0,3,37607555256,0.033600101,0,3,41
0,1,83562405744,0.038651015,0.997781754,3,38
0,5,28859868460,0.024746748,0,5,28
0,4,89980282882,0.024368313,0.997781754,5,33
0,1,39515812112,0.038830078,0,5,31
0,1,35599751728,0.025227881,0,7,32
0,1,63581837655,0.002905792,0.997781754,7,31
0,1,54028653159,0.041905644,0,7,30
0,2,55637396336,0.045880643,0.998497009,5,30
0,1,94406499704,0.033070651,0.965833664,5,22
0,2,44862196775,0.025673822,0,5,30
0,5,84189224280,0.050356534,0,5,33
0,5,859264704,0.018019431,0.997781754,5,33
0,2,99948413393,0.007499379,0,5,47
0,1,96596250610,0.036502516,0.997781754,7,33
0,1,39750658433,0.08658586,0,7,33
0,4,29173213843,0.064886261,0.997066498,7,35
0,3,50055875772,0.037690205,0.997543335,6,32
0,4,83839481998,0.034218539,0,6,35
0,1,18292697113,0.018954452,0.997304916,6,30
0,1,47127241544,0.002300442,0.966310501,3,40
0,1,9429915007,0.067059227,0,3,39
0,3,13566193978,0.042458503,0.997781754,3,39
0,1,65530033597,0.061183788,0,4,33
0,3,90699624071,0.071374555,0.965595245,4,30
0,3,45495743754,0.052647515,0,4,29
0,4,56679023901,0.014531856,0.997304916,4,41
0,2,81912805128,0.165040305,0,4,30
0,2,16258519754,0.063965043,0.997543335,4,30
0,2,99421258486,0.001033729,0,4,33
0,4,40337732423,0.016193254,0.997304916,4,46
0,2,95393147474,0.031756132,0,4,33
0,1,73307411091,0.040270821,0,4,33
0,3,18628012060,0.041478196,0.971794128,4,37
0,3,32681395217,0.012502028,0,4,37
0,5,48347395795,0.001441133,0.997304916,5,53
0,3,90938349952,0.095167921,0,5,34
0,4,24401111380,0.002739782,7.729053497,5,63
0,5,96973073669,0.076117321,0.968456268,10,31
0,5,10985087034,0.044610172,0,10,30
0,5,93333171339,0.006554576,0.996589661,10,29
0,3,28197072289,0.037527675,0,4,36
0,3,47431177360,0.004264276,0,4,36
